day_name,day,trades,win_rate,pnl,avg_pnl,sharpe
Saturday,5,5250,59.04761904761905,844.9999999999999,0.16095238095238093,3.1263075779726868
Sunday,6,5163,54.89056749951578,401.7399999999999,0.07781134999031569,1.4936016412048736
Friday,4,6092,54.54694681549574,432.1599999999999,0.07093893630991463,1.360813807868192
Monday,0,5218,54.4269835185895,357.63999999999993,0.06853967037178994,1.3144855266071869
Tuesday,1,6068,54.070533948582735,372.6399999999999,0.06141067897165456,1.1770597785286079
Wednesday,2,6183,53.905870936438625,359.3399999999999,0.05811741872877243,1.113645048168397
Thursday,3,6307,53.82907880133185,356.8599999999999,0.056581576026637055,1.084087410002931
