quarter,trades,win_rate,pnl,avg_pnl,sharpe
Q4,10151,57.11752536695892,1241.9799999999998,0.12235050733917839,2.361436148281879
Q1,10023,55.05337723236556,812.5399999999998,0.08106754464731117,1.5566869140775836
Q2,10020,54.97005988023952,795.5999999999998,0.0794011976047904,1.524431896864871
Q3,10087,52.364429463666106,275.2599999999998,0.02728858927332208,0.5219057950926794
