timestamp,signal,win,pnl,capital,regime_vol,regime_trend
2025-10-20 13:45:00,NO,True,0.98,2561.1800000004428,Low,Strong
2025-10-20 14:15:00,NO,True,0.98,2562.160000000443,Low,Strong
2025-10-20 14:45:00,NO,True,0.98,2563.140000000443,Medium,Strong
2025-10-20 15:15:00,NO,False,-1.02,2562.120000000443,Medium,Strong
2025-10-20 17:00:00,YES,False,-1.02,2561.100000000443,High,Medium
2025-10-20 17:15:00,YES,False,-1.02,2560.080000000443,High,Medium
2025-10-20 17:45:00,YES,True,0.98,2561.060000000443,High,Medium
2025-10-20 18:00:00,YES,True,0.98,2562.040000000443,High,Medium
2025-10-20 20:45:00,NO,True,0.98,2563.020000000443,Medium,Weak
2025-10-20 21:45:00,YES,True,0.98,2564.000000000443,Low,Weak
2025-10-21 00:00:00,YES,True,0.98,2564.980000000443,Low,Weak
2025-10-21 00:15:00,YES,True,0.98,2565.960000000443,Low,Weak
2025-10-21 01:00:00,YES,True,0.98,2566.940000000443,Low,Medium
2025-10-21 01:15:00,YES,False,-1.02,2565.920000000443,Low,Medium
2025-10-21 01:45:00,YES,False,-1.02,2564.900000000443,Low,Medium
2025-10-21 02:00:00,YES,False,-1.02,2563.880000000443,Low,Medium
2025-10-21 02:15:00,YES,True,0.98,2564.860000000443,Medium,Strong
2025-10-21 02:45:00,YES,False,-1.02,2563.840000000443,Medium,Strong
2025-10-21 03:00:00,YES,True,0.98,2564.820000000443,Medium,Strong
2025-10-21 03:15:00,YES,True,0.98,2565.800000000443,Medium,Strong
2025-10-21 03:45:00,YES,False,-1.02,2564.780000000443,Medium,Strong
2025-10-21 04:00:00,YES,False,-1.02,2563.760000000443,Medium,Strong
2025-10-21 04:15:00,YES,False,-1.02,2562.740000000443,Medium,Strong
2025-10-21 04:45:00,YES,False,-1.02,2561.720000000443,Medium,Strong
2025-10-21 05:15:00,YES,False,-1.02,2560.700000000443,Medium,Strong
2025-10-21 05:45:00,YES,True,0.98,2561.680000000443,Medium,Strong
2025-10-21 06:00:00,YES,True,0.98,2562.6600000004432,Medium,Strong
2025-10-21 07:45:00,YES,False,-1.02,2561.6400000004433,Medium,Strong
