hour,day_name,trades,wins,losses,win_rate,total_pnl,avg_pnl,sharpe,best_trade,worst_trade,profit_factor,z_score,p_value,ci_95_lower,ci_95_upper,is_significant
9,Wednesday,313,163,150,52.07667731629393,6.739999999999995,0.021533546325878578,0.4110948437764546,0.98,-1.02,1.0440522875817002,-0.9964863639063767,0.3190138892824208,46.550587317063886,57.55240925914329,NO
5,Wednesday,266,138,128,51.8796992481203,4.679999999999995,0.017593984962406,0.3357375216814109,0.98,-1.02,1.0358455882352946,-0.9831891641129151,0.3255143468538857,45.89125581664729,57.81462200204338,NO
9,Monday,245,127,118,51.83673469387755,4.099999999999996,0.016734693877551006,0.3192782248385717,0.98,-1.02,1.0340644732469269,-0.9570958018661688,0.3385189023834725,45.600033655357024,58.01672495735082,NO
9,Friday,318,164,154,51.57232704402516,3.6399999999999944,0.011446540880503127,0.21844977759491832,0.98,-1.02,1.0231729055258474,-1.185153774646081,0.23595665277821842,46.09355839328784,57.01356013955564,NO
1,Tuesday,280,144,136,51.42857142857142,2.399999999999995,0.008571428571428555,0.16353098927659365,0.98,-1.02,1.0173010380622842,-1.160431146055415,0.2458733119945522,45.59472674883976,57.223746653226726,NO
19,Thursday,238,122,116,51.26050420168067,1.2399999999999958,0.005210084033613427,0.09936076035105951,0.98,-1.02,1.0104800540906025,-1.1219696616983819,0.26187533948185315,44.94071108034506,57.54025166551834,NO
15,Thursday,281,144,137,51.245551601423486,1.379999999999995,0.004911032028469733,0.09368711145395536,0.98,-1.02,1.009875483039932,-1.224155212834924,0.2208936809345714,45.42389789830935,57.033608308649185,NO
3,Wednesday,258,132,126,51.162790697674424,0.8399999999999954,0.0032558139534883544,0.062098368924375515,0.98,-1.02,1.0065359477124187,-1.1997011996024158,0.23025540698975266,45.09105350903168,57.200408199115536,NO
8,Wednesday,325,165,160,50.76923076923077,-1.5000000000000058,-0.004615384615384633,-0.08805145904844223,0.98,-1.02,0.9908088235294122,-1.4890761661241132,0.1364673131381584,45.356660558058245,56.1638283338581,NO
6,Monday,262,133,129,50.76335877862596,-1.2400000000000047,-0.0047328244274809335,-0.09025828019517954,0.98,-1.02,0.9905760753913972,-1.3388930233254208,0.18060550121696606,44.74246270666159,56.76219269715783,NO
22,Tuesday,215,109,106,50.697674418604656,-1.3000000000000038,-0.006046511627906995,-0.11526070296699394,0.98,-1.02,0.9879763226045143,-1.2322254039354323,0.21786489616577254,44.06143838829142,57.309416147592074,NO
2,Friday,264,133,131,50.378787878787875,-3.2800000000000047,-0.012424242424242442,-0.23692163593943227,0.98,-1.02,0.9754527765304601,-1.46956371347645,0.14167995402946953,44.385451725189306,56.36125827056938,NO
13,Wednesday,328,165,163,50.30487804878049,-4.560000000000006,-0.013902439024390261,-0.2652054590207421,0.98,-1.02,0.9725730783110796,-1.6649354362279467,0.09592563746738825,44.92171519784038,55.680981992626414,NO
17,Friday,167,84,83,50.29940119760479,-2.340000000000003,-0.014011976047904209,-0.2669005158708261,0.98,-1.02,0.9723600283486896,-1.1894285287312227,0.23427108006261532,42.7950794242397,57.79025810479303,NO
7,Monday,279,140,139,50.179211469534046,-4.580000000000005,-0.016415770609319015,-0.31306231538282003,0.98,-1.02,0.9676964310904222,-1.5777273607142113,0.11462825777997865,44.34968798888282,56.00386679230919,NO
12,Thursday,319,160,159,50.15673981191222,-5.380000000000006,-0.016865203761755505,-0.32170541953664356,0.98,-1.02,0.9668269823652736,-1.695104921317122,0.09005551882773122,44.7006977874461,55.60905163765896,NO
21,Sunday,234,117,117,50.0,-4.680000000000004,-0.020000000000000018,-0.38128213749934403,0.98,-1.02,0.9607843137254911,-1.4999911069707994,0.13361670616060106,43.64548854669486,56.35451145330514,NO
14,Friday,295,147,148,49.83050847457628,-6.900000000000006,-0.023389830508474596,-0.4461066112110351,0.98,-1.02,0.9542925278219403,-1.7426941264826024,0.08138705817753489,44.16373128512209,55.50164328120335,NO
8,Sunday,275,137,138,49.81818181818182,-6.500000000000005,-0.023636363636363657,-0.4507532854835081,0.98,-1.02,0.953822108553567,-1.6866909349483792,0.0916627960720997,43.95195225055601,55.68942120304632,NO
2,Thursday,258,128,130,49.6124031007752,-7.160000000000005,-0.02775193798449614,-0.5291874140508006,0.98,-1.02,0.9460030165912524,-1.7001481987033746,0.08910305312574818,43.561977764133545,55.67420166648404,NO
22,Sunday,236,117,119,49.57627118644068,-6.720000000000004,-0.02847457627118646,-0.5428717316298923,0.98,-1.02,0.944636678200693,-1.6372010009761928,0.10158847797518389,43.255320377469516,55.910795925957416,NO
14,Monday,241,119,122,49.37759336099585,-7.820000000000004,-0.032448132780083,-0.6186811628744918,0.98,-1.02,0.937158469945356,-1.7164353725965018,0.08608238706395865,43.124821381549886,55.649896640224206,NO
15,Wednesday,227,112,115,49.33920704845815,-7.5400000000000045,-0.03321585903083702,-0.6332440851039384,0.98,-1.02,0.935720375106565,-1.6774569813572913,0.09345315486810013,42.900619247067795,55.79978830512383,NO
19,Monday,213,104,109,48.82629107981221,-9.260000000000003,-0.043474178403755885,-0.8288494113481926,0.98,-1.02,0.9167116387839547,-1.7753393798569037,0.0758418668414127,42.193783166753676,55.50038621771867,NO
7,Wednesday,318,154,164,48.42767295597484,-16.360000000000007,-0.05144654088050316,-0.9818237256738652,0.98,-1.02,0.9021999043519853,-2.312077159452388,0.020773431601886827,42.98643986044436,53.90644160671215,YES (p<0.05)
17,Tuesday,148,71,77,47.97297297297297,-8.960000000000003,-0.06054054054054056,-1.1536596919569384,0.98,-1.02,0.8859180035650631,-1.688483206470955,0.09131850999355984,40.077634931400105,55.970878782891646,NO
11,Friday,275,131,144,47.63636363636364,-18.500000000000004,-0.06727272727272729,-1.2843405825316343,0.98,-1.02,0.8740468409586061,-2.413788774974087,0.015787611773149468,41.80662543405393,53.53122946277639,YES (p<0.05)
7,Friday,333,158,175,47.44744744744745,-23.660000000000007,-0.07105105105105107,-1.3571583846059467,0.98,-1.02,0.8674509803921575,-2.725443521035506,0.006421516181243314,42.14378671578544,52.8093307138907,YES (p<0.05)
19,Wednesday,235,111,124,47.23404255319149,-17.700000000000003,-0.07531914893617023,-1.4381075573057849,0.98,-1.02,0.8600569259962058,-2.355286542757874,0.018508427316520804,40.94689014118973,53.61017194514699,YES (p<0.05)
17,Thursday,219,103,116,47.03196347031963,-17.380000000000003,-0.07936073059360732,-1.515391305223025,0.98,-1.02,0.8531102096010826,-2.3337900767034436,0.01960671666955416,40.529609337642064,53.63665046304147,YES (p<0.05)
16,Thursday,199,93,106,46.733668341708544,-16.980000000000004,-0.08532663316582917,-1.6295428029179213,0.98,-1.02,0.8429522752497233,-2.30923649124269,0.02093046165570156,39.92901190910432,53.66204633535837,YES (p<0.05)
15,Monday,191,89,102,46.596858638743456,-16.820000000000004,-0.08806282722513091,-1.681928213391929,0.98,-1.02,0.8383314109957716,-2.300339877200644,0.021428972139334368,39.659138467490024,53.66877507869311,YES (p<0.05)
15,Friday,263,122,141,46.38783269961977,-24.260000000000005,-0.09224334600760459,-1.7635611897310373,0.98,-1.02,0.8313169239326943,-2.7674344879921677,0.005649939967958595,40.45600298054901,52.42366795531706,YES (p<0.05)
7,Tuesday,341,157,184,46.04105571847507,-33.82000000000001,-0.09917888563049855,-1.8979884757561132,0.98,-1.02,0.819799658994033,-3.279892267269082,0.0010384673339087769,40.82418861466053,51.34612958360789,YES (p<0.05)
