hour,day_name,trades,wins,losses,win_rate,total_pnl,avg_pnl,sharpe,best_trade,worst_trade,profit_factor,z_score,p_value,ci_95_lower,ci_95_upper,is_significant
4,Friday,243,135,108,55.55555555555556,22.139999999999997,0.0911111111111111,1.7479131001744095,0.98,-1.02,1.2009803921568636,0.21179302141948828,0.8322685131268741,49.269523571854194,61.668665128915855,NO
18,Friday,220,122,98,55.45454545454545,19.599999999999994,0.08909090909090907,1.7084027889870632,0.98,-1.02,1.1960784313725499,0.17141263477954383,0.8638993206927061,48.849137250875124,61.87273035550368,NO
21,Monday,220,122,98,55.45454545454545,19.599999999999994,0.08909090909090907,1.7084027889870632,0.98,-1.02,1.1960784313725499,0.17141263477954383,0.8638993206927061,48.849137250875124,61.87273035550368,NO
1,Thursday,258,143,115,55.42635658914728,22.839999999999996,0.08852713178294572,1.6980571621033314,0.98,-1.02,1.194714407502132,0.17652804792521715,0.8598791156067227,49.32569793594816,61.367790035405534,NO
10,Wednesday,325,180,145,55.38461538461539,28.499999999999993,0.08769230769230767,1.6825650652913808,0.98,-1.02,1.192697768762678,0.18300567171689863,0.8547935683886081,49.94855633886242,60.694865904552046,NO
2,Tuesday,235,130,105,55.319148936170215,20.299999999999997,0.08638297872340424,1.6562280909831537,0.98,-1.02,1.1895424836601314,0.13544901530785072,0.8922568725575573,48.92780383122302,61.53938446428329,NO
10,Saturday,255,141,114,55.294117647058826,21.899999999999995,0.08588235294117645,1.6468169846621774,0.98,-1.02,1.1883384932920547,0.1330624311993335,0.8941440064423372,49.157989859226845,61.273100042859994,NO
20,Wednesday,228,126,102,55.26315789473685,19.439999999999998,0.08526315789473683,1.6344545324825537,0.98,-1.02,1.1868512110726654,0.11642641774505005,0.9073145994278713,48.77489783636181,61.57699759569181,NO
8,Friday,315,174,141,55.23809523809524,26.699999999999996,0.08476190476190475,1.6257473867964907,0.98,-1.02,1.1856487275761378,0.1279092655409216,0.8982207784399052,49.71650952649732,60.63345735360868,NO
1,Monday,147,81,66,55.10204081632652,12.059999999999997,0.0820408163265306,1.5702435844322458,0.98,-1.02,1.1791443850267387,0.05422898776568027,0.9567527257608852,47.033376880135854,62.91082949264193,NO
6,Sunday,207,114,93,55.072463768115945,16.859999999999996,0.08144927536231882,1.5603734221560919,0.98,-1.02,1.1777356103731824,0.055799789237969154,0.9555013028477775,48.26509450905549,61.69498926947779,NO
15,Saturday,264,145,119,54.92424242424242,20.719999999999995,0.07848484848484846,1.5039195905558593,0.98,-1.02,1.170703575547867,0.014618537475862782,0.9883365100657877,48.89423450641338,60.81299543844953,NO
0,Sunday,224,123,101,54.91071428571429,17.519999999999996,0.0782142857142857,1.4981859438091134,0.98,-1.02,1.1700640652300534,0.009396773832263295,0.9925025695744258,48.36630998688472,61.28952108171733,NO
21,Tuesday,204,112,92,54.90196078431373,15.919999999999996,0.07803921568627449,1.4944779448285128,0.98,-1.02,1.1696504688832063,0.006454975386013953,0.9948497105650955,48.045830785968484,61.57688189522721,NO
5,Friday,261,143,118,54.78927203065134,19.779999999999994,0.07578544061302679,1.4517777020344074,0.98,-1.02,1.1643403123961458,-0.029284189212848796,0.9766379366755433,48.725196254045706,60.714408400208,NO
11,Thursday,311,170,141,54.662379421221864,22.779999999999994,0.07324758842443728,1.4032556247226966,0.98,-1.02,1.1583924349881805,-0.07693652124258135,0.9386740438871717,49.10619720661302,60.10478380733177,NO
4,Sunday,161,88,73,54.6583850931677,11.779999999999998,0.07316770186335403,1.3996067044565759,0.98,-1.02,1.1582057480526464,-0.05637458338710821,0.9550434042659202,46.94929272010166,62.150352029767305,NO
3,Thursday,284,155,129,54.5774647887324,20.319999999999993,0.07154929577464786,1.370293140394194,0.98,-1.02,1.154430764553884,-0.10227842199123968,0.9185356822340185,48.76401168226662,60.26873410569454,NO
18,Sunday,165,90,75,54.54545454545454,11.699999999999998,0.0709090909090909,1.3562206846433753,0.98,-1.02,1.152941176470589,-0.0862221225415387,0.9312898449480784,46.93055432797875,61.95351215800574,NO
8,Monday,261,142,119,54.406130268199234,17.779999999999994,0.06812260536398465,1.3040581587875266,0.98,-1.02,1.14648212226067,-0.15367482779585434,0.877866133493878,48.34341285644868,60.34102342546475,NO
