# Precision Temporal Analysis Matrix
# Baseline WR: 54.88%
hour,day_name,quarter,trades,wins,losses,win_rate,total_pnl,avg_pnl,sharpe,best_trade,worst_trade,profit_factor
22,Monday,Q2,55,37,18,67.27272727272727,17.9,0.32545454545454544,6.565198900972963,0.98,-1.02,1.9749455337690625
12,Saturday,Q1,58,39,19,67.24137931034483,18.84,0.32482758620689656,6.554078852296639,0.98,-1.02,1.9721362229102157
11,Monday,Q4,61,41,20,67.21311475409836,19.779999999999998,0.3242622950819672,6.54404843900251,0.98,-1.02,1.969607843137255
10,Friday,Q4,70,47,23,67.14285714285714,22.599999999999998,0.32285714285714284,6.519098665951709,0.98,-1.02,1.9633418584825229
10,Monday,Q3,70,47,23,67.14285714285714,22.599999999999998,0.32285714285714284,6.519098665951709,0.98,-1.02,1.9633418584825229
23,Friday,Q4,48,32,16,66.66666666666666,15.04,0.3133333333333333,6.282863184223149,0.98,-1.02,1.9215686274509802
13,Saturday,Q2,69,46,23,66.66666666666666,21.619999999999997,0.3133333333333333,6.303172654088286,0.98,-1.02,1.92156862745098
17,Monday,Q4,48,32,16,66.66666666666666,15.04,0.3133333333333333,6.282863184223149,0.98,-1.02,1.9215686274509802
16,Sunday,Q4,36,24,12,66.66666666666666,11.28,0.3133333333333333,6.260543883898762,0.98,-1.02,1.9215686274509807
12,Saturday,Q3,63,42,21,66.66666666666666,19.74,0.3133333333333333,6.298757121039139,0.98,-1.02,1.9215686274509804
9,Sunday,Q4,72,48,24,66.66666666666666,22.56,0.3133333333333333,6.30510347743089,0.98,-1.02,1.9215686274509807
19,Tuesday,Q4,57,38,19,66.66666666666666,17.86,0.3133333333333333,6.293407857126403,0.98,-1.02,1.9215686274509796
21,Thursday,Q1,51,34,17,66.66666666666666,15.979999999999999,0.3133333333333333,6.286793658917391,0.98,-1.02,1.92156862745098
17,Saturday,Q4,54,36,18,66.66666666666666,16.919999999999998,0.3133333333333333,6.290285352415643,0.98,-1.02,1.9215686274509798
6,Thursday,Q4,74,49,25,66.21621621621621,22.52,0.3043243243243243,6.1046721973021665,0.98,-1.02,1.883137254901961
