hour,day_name,quarter,trades,wins,pnl,win_rate
10,Sunday,Q1,70,41,10.599999999999998,58.57142857142858
10,Sunday,Q2,61,32,1.779999999999999,52.459016393442624
10,Sunday,Q3,62,29,-5.240000000000001,46.774193548387096
10,Sunday,Q4,61,31,-0.22000000000000108,50.81967213114754
10,Thursday,Q1,77,41,3.4599999999999986,53.246753246753244
10,Thursday,Q2,77,36,-6.540000000000001,46.75324675324675
10,Thursday,Q3,80,38,-5.600000000000001,47.5
10,Thursday,Q4,82,50,16.36,60.97560975609756
10,Tuesday,Q1,83,41,-2.6600000000000015,49.39759036144578
10,Tuesday,Q2,78,41,2.4399999999999986,52.56410256410257
10,Tuesday,Q3,75,38,-0.5000000000000013,50.66666666666667
10,Tuesday,Q4,81,47,11.379999999999999,58.0246913580247
10,Wednesday,Q1,88,50,10.239999999999998,56.81818181818182
10,Wednesday,Q2,74,39,2.5199999999999987,52.702702702702695
10,Wednesday,Q3,80,41,0.3999999999999986,51.24999999999999
10,Wednesday,Q4,83,50,15.339999999999998,60.24096385542169
11,Friday,Q1,63,25,-14.260000000000002,39.682539682539684
11,Friday,Q2,67,28,-12.340000000000002,41.7910447761194
11,Friday,Q3,71,38,3.5799999999999987,53.52112676056338
11,Friday,Q4,74,40,4.519999999999999,54.054054054054056
11,Monday,Q1,59,27,-6.1800000000000015,45.76271186440678
11,Monday,Q2,61,38,13.78,62.295081967213115
11,Monday,Q3,54,29,2.919999999999999,53.70370370370371
11,Monday,Q4,61,41,19.779999999999998,67.21311475409836
11,Saturday,Q1,66,32,-3.320000000000001,48.484848484848484
11,Saturday,Q2,62,38,12.759999999999998,61.29032258064516
11,Saturday,Q3,61,35,7.779999999999999,57.377049180327866
11,Saturday,Q4,55,34,11.899999999999999,61.81818181818181
11,Sunday,Q1,64,31,-3.280000000000001,48.4375
11,Sunday,Q2,76,34,-9.520000000000001,44.73684210526316
11,Sunday,Q3,69,42,13.62,60.86956521739131
11,Sunday,Q4,58,37,14.84,63.793103448275865
11,Thursday,Q1,74,37,-1.4800000000000013,50.0
11,Thursday,Q2,79,47,13.419999999999998,59.49367088607595
11,Thursday,Q3,79,43,5.419999999999998,54.43037974683544
11,Thursday,Q4,79,43,5.419999999999998,54.43037974683544
11,Tuesday,Q1,77,42,5.459999999999999,54.54545454545454
11,Tuesday,Q2,81,44,5.379999999999999,54.32098765432099
11,Tuesday,Q3,72,38,2.5599999999999987,52.77777777777778
11,Tuesday,Q4,80,43,4.399999999999999,53.75
11,Wednesday,Q1,84,47,8.319999999999999,55.952380952380956
11,Wednesday,Q2,73,42,9.54,57.534246575342465
11,Wednesday,Q3,74,41,6.519999999999999,55.4054054054054
11,Wednesday,Q4,79,47,13.419999999999998,59.49367088607595
12,Friday,Q1,86,49,10.279999999999998,56.97674418604651
12,Friday,Q2,69,41,11.62,59.42028985507246
12,Friday,Q3,74,39,2.5199999999999987,52.702702702702695
12,Friday,Q4,82,45,6.3599999999999985,54.87804878048781
12,Monday,Q1,52,29,4.959999999999999,55.769230769230774
12,Monday,Q2,54,35,14.919999999999998,64.81481481481481
12,Monday,Q3,53,23,-8.06,43.39622641509434
12,Monday,Q4,60,39,16.799999999999997,65.0
12,Saturday,Q1,58,39,18.84,67.24137931034483
12,Saturday,Q2,56,27,-3.120000000000001,48.214285714285715
12,Saturday,Q3,63,42,19.74,66.66666666666666
12,Saturday,Q4,60,33,4.799999999999999,55.00000000000001
12,Sunday,Q1,55,29,1.899999999999999,52.72727272727272
12,Sunday,Q2,53,31,7.9399999999999995,58.490566037735846
12,Sunday,Q3,56,31,4.879999999999999,55.35714285714286
12,Sunday,Q4,65,41,15.7,63.07692307692307
12,Thursday,Q1,78,42,4.439999999999999,53.84615384615385
12,Thursday,Q2,80,34,-13.600000000000001,42.5
12,Thursday,Q3,77,44,9.459999999999999,57.14285714285714
12,Thursday,Q4,84,40,-5.6800000000000015,47.61904761904761
12,Tuesday,Q1,76,42,6.479999999999999,55.26315789473685
12,Tuesday,Q2,82,39,-5.6400000000000015,47.5609756097561
12,Tuesday,Q3,76,43,8.479999999999999,56.57894736842105
12,Tuesday,Q4,77,44,9.459999999999999,57.14285714285714
12,Wednesday,Q1,84,38,-9.680000000000001,45.23809523809524
12,Wednesday,Q2,90,50,8.2,55.55555555555556
12,Wednesday,Q3,85,49,11.299999999999999,57.647058823529406
12,Wednesday,Q4,76,38,-1.5200000000000014,50.0
13,Friday,Q1,72,44,14.559999999999999,61.111111111111114
13,Friday,Q2,67,41,13.659999999999998,61.19402985074627
13,Friday,Q3,71,43,13.579999999999998,60.56338028169014
13,Friday,Q4,71,49,25.58,69.01408450704226
13,Monday,Q1,54,35,14.919999999999998,64.81481481481481
13,Monday,Q2,55,31,5.899999999999999,56.36363636363636
13,Monday,Q3,66,33,-1.3200000000000012,50.0
13,Monday,Q4,75,51,25.5,68.0
13,Saturday,Q1,65,41,15.7,63.07692307692307
13,Saturday,Q2,69,46,21.619999999999997,66.66666666666666
13,Saturday,Q3,61,35,7.779999999999999,57.377049180327866
13,Saturday,Q4,71,46,19.58,64.7887323943662
13,Sunday,Q1,61,28,-6.220000000000001,45.90163934426229
13,Sunday,Q2,66,32,-3.320000000000001,48.484848484848484
13,Sunday,Q3,70,37,2.5999999999999988,52.85714285714286
13,Sunday,Q4,66,40,12.68,60.60606060606061
13,Thursday,Q1,90,48,4.199999999999998,53.333333333333336
13,Thursday,Q2,84,47,8.319999999999999,55.952380952380956
13,Thursday,Q3,74,38,0.5199999999999987,51.35135135135135
13,Thursday,Q4,77,43,7.459999999999999,55.84415584415584
13,Tuesday,Q1,73,41,7.539999999999999,56.16438356164384
13,Tuesday,Q2,74,39,2.5199999999999987,52.702702702702695
13,Tuesday,Q3,73,41,7.539999999999999,56.16438356164384
